Timestamp,Size,Source IP,Destination IP,Source Port,Destination Port
1739466901.53884,56,10.9.21.56,224.0.0.22,Unknown,Unknown
1739466901.562614,66,23.40.158.218,10.9.21.209,80,50602
1739466901.563612,939,23.40.158.218,10.9.21.209,80,50602
1739466901.56362,66,10.9.21.209,23.40.158.218,50602,80
1739466901.564438,130,10.9.21.209,34.120.208.123,39176,443
1739466901.56462,158,10.9.21.209,34.120.208.123,39176,443
1739466901.564632,482,10.9.21.209,34.120.208.123,39176,443
1739466901.564638,1808,10.9.21.209,34.120.208.123,39176,443
1739466901.617756,684,34.120.208.123,10.9.21.209,443,39176
1739466901.617797,66,10.9.21.209,34.120.208.123,39176,443
1739466901.618264,97,10.9.21.209,34.120.208.123,39176,443
1739466901.61849,78,34.120.208.123,10.9.21.209,443,39176
1739466901.618491,66,34.120.208.123,10.9.21.209,443,39176
1739466901.618491,97,34.120.208.123,10.9.21.209,443,39176
1739466901.653815,864,34.107.243.93,10.9.21.209,443,50828
1739466901.655576,205,10.9.21.209,34.107.243.93,50828,443
1739466901.661704,66,10.9.21.209,34.120.208.123,39176,443
1739466901.67736,66,34.120.208.123,10.9.21.209,443,39176
1739466901.713117,66,34.107.243.93,10.9.21.209,443,50828
1739466901.743691,56,10.9.26.162,224.0.0.251,Unknown,Unknown
1739466901.832106,515,34.120.208.123,10.9.21.209,443,39176
1739466901.832134,66,10.9.21.209,34.120.208.123,39176,443
1739466901.832107,255,34.120.208.123,10.9.21.209,443,39176
1739466901.832188,66,10.9.21.209,34.120.208.123,39176,443
1739466901.832107,105,34.120.208.123,10.9.21.209,443,39176
1739466901.832198,66,10.9.21.209,34.120.208.123,39176,443
1739466901.832813,105,10.9.21.209,34.120.208.123,39176,443
1739466901.835691,190,10.9.21.209,34.120.208.123,39176,443
1739466901.835749,1208,10.9.21.209,34.120.208.123,39176,443
1739466901.846408,176,10.9.26.162,224.0.0.251,5353,5353
1739466901.857826,203,34.107.243.93,10.9.21.209,443,50828
1739466901.886669,66,34.120.208.123,10.9.21.209,443,39176
1739466901.888821,66,34.120.208.123,10.9.21.209,443,39176
1739466901.888821,66,34.120.208.123,10.9.21.209,443,39176
1739466901.903183,66,10.9.21.209,34.107.243.93,50828,443
1739466901.94868,321,10.9.19.146,224.0.0.251,5353,5353
1739466901.94868,102,10.9.13.32,224.0.0.251,50914,5353
1739466901.9494,102,10.9.13.32,224.0.0.251,50914,5353
1739466901.95656,117,10.9.23.209,224.0.0.251,5353,5353
1739466902.051761,56,10.9.25.64,224.0.0.251,Unknown,Unknown
1739466902.099295,464,10.9.20.88,224.0.0.251,5353,5353
1739466902.121249,134,34.120.208.123,10.9.21.209,443,39176
1739466902.121249,227,34.120.208.123,10.9.21.209,443,39176
1739466902.121249,105,34.120.208.123,10.9.21.209,443,39176
1739466902.121499,66,10.9.21.209,34.120.208.123,39176,443
1739466902.121536,105,10.9.21.209,34.120.208.123,39176,443
1739466902.124144,219,10.9.21.209,34.120.208.123,39176,443
1739466902.124157,1503,10.9.21.209,34.120.208.123,39176,443
1739466902.12419,2802,10.9.21.209,34.120.208.123,39176,443
1739466902.12421,474,10.9.21.209,34.120.208.123,39176,443
1739466902.142449,87,10.9.21.209,172.16.0.232,45288,53
1739466902.154016,56,10.9.22.168,224.0.0.251,Unknown,Unknown
1739466902.17476,66,34.120.208.123,10.9.21.209,443,39176
1739466902.17973,66,34.120.208.123,10.9.21.209,443,39176
1739466902.179731,78,34.120.208.123,10.9.21.209,443,39176
1739466902.179731,66,34.120.208.123,10.9.21.209,443,39176
1739466902.179731,66,34.120.208.123,10.9.21.209,443,39176
1739466902.179731,66,34.120.208.123,10.9.21.209,443,39176
1739466902.197568,128,172.16.0.232,10.9.21.209,53,45288
1739466902.197716,98,10.9.21.209,172.16.0.232,57657,53
1739466902.252825,98,172.16.0.232,10.9.21.209,53,57657
1739466902.253374,98,10.9.21.209,172.16.0.232,38493,53
1739466902.253437,98,10.9.21.209,172.16.0.232,39279,53
1739466902.257986,114,172.16.0.232,10.9.21.209,53,38493
1739466902.257986,126,172.16.0.232,10.9.21.209,53,39279
1739466902.258524,74,10.9.21.209,157.240.253.35,39108,443
1739466902.31967,74,157.240.253.35,10.9.21.209,443,39108
1739466902.319706,66,10.9.21.209,157.240.253.35,39108,443
1739466902.320163,1967,10.9.21.209,157.240.253.35,39108,443
1739466902.354156,74,10.9.21.209,157.240.253.35,39110,443
1739466902.362104,56,10.9.27.174,224.0.0.251,Unknown,Unknown
1739466902.362105,552,10.9.22.29,224.0.0.251,5353,5353
1739466902.372564,134,34.120.208.123,10.9.21.209,443,39176
1739466902.372565,267,34.120.208.123,10.9.21.209,443,39176
