Timestamp,Size,Source IP,Destination IP,Source Port,Destination Port
1739447083.994871,60,35.186.224.26,10.0.2.15,443,36818
1739447083.99499,118,10.0.2.15,35.186.224.26,36804,443
1739447083.995135,60,35.186.224.41,10.0.2.15,443,52484
1739447083.995563,60,35.186.224.41,10.0.2.15,443,52484
1739447083.995564,60,35.186.224.26,10.0.2.15,443,36804
1739447083.996721,362,142.250.27.84,10.0.2.15,443,44198
1739447083.998944,118,10.0.2.15,35.186.224.26,36788,443
1739447083.99934,118,10.0.2.15,35.186.224.26,36782,443
1739447083.999677,73,10.0.2.15,142.250.27.84,44198,443
1739447084.000509,60,35.186.224.26,10.0.2.15,443,36788
1739447084.000509,60,35.186.224.26,10.0.2.15,443,36782
1739447084.000761,54,10.0.2.15,35.186.224.26,36826,443
1739447084.001556,60,35.186.224.26,10.0.2.15,443,36826
1739447084.001658,54,10.0.2.15,35.186.224.26,36818,443
1739447084.001846,54,10.0.2.15,35.186.224.26,36804,443
1739447084.002442,60,35.186.224.26,10.0.2.15,443,36818
1739447084.002529,54,10.0.2.15,35.186.224.26,36788,443
